"","Position","Gene"
"13437",13437,"MT-ND5"
"13438",13438,"MT-ND5"
"13439",13439,"MT-ND5"
"13440",13440,"MT-ND5"
"13441",13441,"MT-ND5"
"13442",13442,"MT-ND5"
"13443",13443,"MT-ND5"
"13444",13444,"MT-ND5"
"13445",13445,"MT-ND5"
"13446",13446,"MT-ND5"
"13447",13447,"MT-ND5"
"13448",13448,"MT-ND5"
"13449",13449,"MT-ND5"
"13450",13450,"MT-ND5"
"13451",13451,"MT-ND5"
"13452",13452,"MT-ND5"
"13453",13453,"MT-ND5"
"13454",13454,"MT-ND5"
"13455",13455,"MT-ND5"
"13456",13456,"MT-ND5"
"13457",13457,"MT-ND5"
"13458",13458,"MT-ND5"
"13459",13459,"MT-ND5"
"13460",13460,"MT-ND5"
"13461",13461,"MT-ND5"
"13462",13462,"MT-ND5"
"13463",13463,"MT-ND5"
"13464",13464,"MT-ND5"
"13465",13465,"MT-ND5"
"13466",13466,"MT-ND5"
"13467",13467,"MT-ND5"
"13468",13468,"MT-ND5"
"13469",13469,"MT-ND5"
"13470",13470,"MT-ND5"
"13471",13471,"MT-ND5"
"13472",13472,"MT-ND5"
"13473",13473,"MT-ND5"
"13474",13474,"MT-ND5"
"13475",13475,"MT-ND5"
"13476",13476,"MT-ND5"
"13477",13477,"MT-ND5"
"13478",13478,"MT-ND5"
"13479",13479,"MT-ND5"
"13480",13480,"MT-ND5"
"13481",13481,"MT-ND5"
"13482",13482,"MT-ND5"
"13483",13483,"MT-ND5"
"13484",13484,"MT-ND5"
"13485",13485,"MT-ND5"
"13486",13486,"MT-ND5"
"13487",13487,"MT-ND5"
"13488",13488,"MT-ND5"
"13489",13489,"MT-ND5"
"13490",13490,"MT-ND5"
"13491",13491,"MT-ND5"
"13492",13492,"MT-ND5"
"13493",13493,"MT-ND5"
"13494",13494,"MT-ND5"
"13495",13495,"MT-ND5"
"13496",13496,"MT-ND5"
"13497",13497,"MT-ND5"
"13498",13498,"MT-ND5"
"13499",13499,"MT-ND5"
"13500",13500,"MT-ND5"
"13501",13501,"MT-ND5"
"13502",13502,"MT-ND5"
"13503",13503,"MT-ND5"
"13504",13504,"MT-ND5"
"13505",13505,"MT-ND5"
"13506",13506,"MT-ND5"
"13507",13507,"MT-ND5"
"13508",13508,"MT-ND5"
"13509",13509,"MT-ND5"
"13510",13510,"MT-ND5"
"13511",13511,"MT-ND5"
"13512",13512,"MT-ND5"
"13513",13513,"MT-ND5"
"13514",13514,"MT-ND5"
"13515",13515,"MT-ND5"
"13516",13516,"MT-ND5"
"13517",13517,"MT-ND5"
"13518",13518,"MT-ND5"
"13519",13519,"MT-ND5"
"13520",13520,"MT-ND5"
"13521",13521,"MT-ND5"
"13522",13522,"MT-ND5"
"13523",13523,"MT-ND5"
"13524",13524,"MT-ND5"
"13525",13525,"MT-ND5"
"13526",13526,"MT-ND5"
"13527",13527,"MT-ND5"
"13528",13528,"MT-ND5"
"13529",13529,"MT-ND5"
"13530",13530,"MT-ND5"
"13531",13531,"MT-ND5"
"13532",13532,"MT-ND5"
"13533",13533,"MT-ND5"
"13534",13534,"MT-ND5"
"13535",13535,"MT-ND5"
"13536",13536,"MT-ND5"
"13537",13537,"MT-ND5"
"13538",13538,"MT-ND5"
"13539",13539,"MT-ND5"
"13540",13540,"MT-ND5"
"13541",13541,"MT-ND5"
"13542",13542,"MT-ND5"
"13543",13543,"MT-ND5"
"13544",13544,"MT-ND5"
"13545",13545,"MT-ND5"
"13546",13546,"MT-ND5"
"13547",13547,"MT-ND5"
"13548",13548,"MT-ND5"
"13549",13549,"MT-ND5"
"13550",13550,"MT-ND5"
"13551",13551,"MT-ND5"
"13552",13552,"MT-ND5"
"13553",13553,"MT-ND5"
"13554",13554,"MT-ND5"
"13555",13555,"MT-ND5"
"13556",13556,"MT-ND5"
"13557",13557,"MT-ND5"
"13558",13558,"MT-ND5"
"13559",13559,"MT-ND5"
"13560",13560,"MT-ND5"
"13561",13561,"MT-ND5"
"13562",13562,"MT-ND5"
"13563",13563,"MT-ND5"
"13564",13564,"MT-ND5"
"13565",13565,"MT-ND5"
"13566",13566,"MT-ND5"
"13567",13567,"MT-ND5"
"13568",13568,"MT-ND5"
"13569",13569,"MT-ND5"
"13570",13570,"MT-ND5"
"13571",13571,"MT-ND5"
"13572",13572,"MT-ND5"
"13573",13573,"MT-ND5"
"13574",13574,"MT-ND5"
"13575",13575,"MT-ND5"
"13576",13576,"MT-ND5"
"13577",13577,"MT-ND5"
"13578",13578,"MT-ND5"
"13579",13579,"MT-ND5"
"13580",13580,"MT-ND5"
"13581",13581,"MT-ND5"
"13582",13582,"MT-ND5"
"13583",13583,"MT-ND5"
"13584",13584,"MT-ND5"
"13585",13585,"MT-ND5"
"13586",13586,"MT-ND5"
"13587",13587,"MT-ND5"
"13588",13588,"MT-ND5"
"13589",13589,"MT-ND5"
"13590",13590,"MT-ND5"
"13591",13591,"MT-ND5"
"13592",13592,"MT-ND5"
"13593",13593,"MT-ND5"
"13594",13594,"MT-ND5"
"13595",13595,"MT-ND5"
"13596",13596,"MT-ND5"
"13597",13597,"MT-ND5"
"13598",13598,"MT-ND5"
"13599",13599,"MT-ND5"
"13600",13600,"MT-ND5"
"13601",13601,"MT-ND5"
"13602",13602,"MT-ND5"
"13603",13603,"MT-ND5"
"13604",13604,"MT-ND5"
"13605",13605,"MT-ND5"
"13606",13606,"MT-ND5"
"13607",13607,"MT-ND5"
"13608",13608,"MT-ND5"
"13609",13609,"MT-ND5"
"13610",13610,"MT-ND5"
"13611",13611,"MT-ND5"
"13612",13612,"MT-ND5"
"13613",13613,"MT-ND5"
"13614",13614,"MT-ND5"
"13615",13615,"MT-ND5"
"13616",13616,"MT-ND5"
"13617",13617,"MT-ND5"
"13618",13618,"MT-ND5"
"13619",13619,"MT-ND5"
"13620",13620,"MT-ND5"
"13621",13621,"MT-ND5"
"13622",13622,"MT-ND5"
"13623",13623,"MT-ND5"
"13624",13624,"MT-ND5"
"13625",13625,"MT-ND5"
"13626",13626,"MT-ND5"
"13627",13627,"MT-ND5"
"13628",13628,"MT-ND5"
"13629",13629,"MT-ND5"
"13630",13630,"MT-ND5"
"13631",13631,"MT-ND5"
"13632",13632,"MT-ND5"
"13633",13633,"MT-ND5"
"13634",13634,"MT-ND5"
"13635",13635,"MT-ND5"
"13636",13636,"MT-ND5"
"13637",13637,"MT-ND5"
"13638",13638,"MT-ND5"
"13639",13639,"MT-ND5"
"13640",13640,"MT-ND5"
"13641",13641,"MT-ND5"
"13642",13642,"MT-ND5"
"13643",13643,"MT-ND5"
"13644",13644,"MT-ND5"
"13645",13645,"MT-ND5"
"13646",13646,"MT-ND5"
"13647",13647,"MT-ND5"
"13648",13648,"MT-ND5"
"13649",13649,"MT-ND5"
"13650",13650,"MT-ND5"
"13651",13651,"MT-ND5"
"13652",13652,"MT-ND5"
"13653",13653,"MT-ND5"
"13654",13654,"MT-ND5"
"13655",13655,"MT-ND5"
"13656",13656,"MT-ND5"
"13657",13657,"MT-ND5"
"13658",13658,"MT-ND5"
"13659",13659,"MT-ND5"
"13660",13660,"MT-ND5"
"13661",13661,"MT-ND5"
"13662",13662,"MT-ND5"
"13663",13663,"MT-ND5"
"13664",13664,"MT-ND5"
"13665",13665,"MT-ND5"
"13666",13666,"MT-ND5"
"13667",13667,"MT-ND5"
"13668",13668,"MT-ND5"
"13669",13669,"MT-ND5"
"13670",13670,"MT-ND5"
"13671",13671,"MT-ND5"
"13672",13672,"MT-ND5"
"13673",13673,"MT-ND5"
"13674",13674,"MT-ND5"
"13675",13675,"MT-ND5"
"13676",13676,"MT-ND5"
"13677",13677,"MT-ND5"
"13678",13678,"MT-ND5"
"13679",13679,"MT-ND5"
"13680",13680,"MT-ND5"
"13681",13681,"MT-ND5"
"13682",13682,"MT-ND5"
"13683",13683,"MT-ND5"
"13684",13684,"MT-ND5"
"13685",13685,"MT-ND5"
"13686",13686,"MT-ND5"
"13687",13687,"MT-ND5"
"13688",13688,"MT-ND5"
"13689",13689,"MT-ND5"
"13690",13690,"MT-ND5"
"13691",13691,"MT-ND5"
"13692",13692,"MT-ND5"
"13693",13693,"MT-ND5"
"13694",13694,"MT-ND5"
"13695",13695,"MT-ND5"
"13696",13696,"MT-ND5"
"13697",13697,"MT-ND5"
"13698",13698,"MT-ND5"
"13699",13699,"MT-ND5"
"13700",13700,"MT-ND5"
"13701",13701,"MT-ND5"
"13702",13702,"MT-ND5"
"13703",13703,"MT-ND5"
"13704",13704,"MT-ND5"
"13705",13705,"MT-ND5"
"13706",13706,"MT-ND5"
"13707",13707,"MT-ND5"
"13708",13708,"MT-ND5"
"13709",13709,"MT-ND5"
"13710",13710,"MT-ND5"
"13711",13711,"MT-ND5"
"13712",13712,"MT-ND5"
"13713",13713,"MT-ND5"
"13714",13714,"MT-ND5"
"13715",13715,"MT-ND5"
"13716",13716,"MT-ND5"
"13717",13717,"MT-ND5"
"13718",13718,"MT-ND5"
"13719",13719,"MT-ND5"
"13720",13720,"MT-ND5"
"13721",13721,"MT-ND5"
"13722",13722,"MT-ND5"
"13723",13723,"MT-ND5"
"13724",13724,"MT-ND5"
"13725",13725,"MT-ND5"
"13726",13726,"MT-ND5"
"13727",13727,"MT-ND5"
"13728",13728,"MT-ND5"
"13729",13729,"MT-ND5"
"13730",13730,"MT-ND5"
"13731",13731,"MT-ND5"
"13732",13732,"MT-ND5"
"13733",13733,"MT-ND5"
"13734",13734,"MT-ND5"
"13735",13735,"MT-ND5"
"13736",13736,"MT-ND5"
"13737",13737,"MT-ND5"
"13738",13738,"MT-ND5"
"13739",13739,"MT-ND5"
"13740",13740,"MT-ND5"
"13741",13741,"MT-ND5"
"13742",13742,"MT-ND5"
"13743",13743,"MT-ND5"
"13744",13744,"MT-ND5"
"13745",13745,"MT-ND5"
"13746",13746,"MT-ND5"
"13747",13747,"MT-ND5"
"13748",13748,"MT-ND5"
"13749",13749,"MT-ND5"
"13750",13750,"MT-ND5"
"13751",13751,"MT-ND5"
"13752",13752,"MT-ND5"
"13753",13753,"MT-ND5"
"13754",13754,"MT-ND5"
"13755",13755,"MT-ND5"
"13756",13756,"MT-ND5"
"13757",13757,"MT-ND5"
"13758",13758,"MT-ND5"
"13759",13759,"MT-ND5"
"13760",13760,"MT-ND5"
"13761",13761,"MT-ND5"
"13762",13762,"MT-ND5"
"13763",13763,"MT-ND5"
"13764",13764,"MT-ND5"
"13765",13765,"MT-ND5"
"13766",13766,"MT-ND5"
"13767",13767,"MT-ND5"
"13768",13768,"MT-ND5"
"13769",13769,"MT-ND5"
"13770",13770,"MT-ND5"
"13771",13771,"MT-ND5"
"13772",13772,"MT-ND5"
"13773",13773,"MT-ND5"
"13774",13774,"MT-ND5"
"13775",13775,"MT-ND5"
"13776",13776,"MT-ND5"
"13777",13777,"MT-ND5"
"13778",13778,"MT-ND5"
"13779",13779,"MT-ND5"
"13780",13780,"MT-ND5"
"13781",13781,"MT-ND5"
"13782",13782,"MT-ND5"
"13783",13783,"MT-ND5"
"13784",13784,"MT-ND5"
"13785",13785,"MT-ND5"
"13786",13786,"MT-ND5"
"13787",13787,"MT-ND5"
"13788",13788,"MT-ND5"
"13789",13789,"MT-ND5"
"13790",13790,"MT-ND5"
"13791",13791,"MT-ND5"
"13792",13792,"MT-ND5"
"13793",13793,"MT-ND5"
"13794",13794,"MT-ND5"
"13795",13795,"MT-ND5"
"13796",13796,"MT-ND5"
"13797",13797,"MT-ND5"
"13798",13798,"MT-ND5"
"13799",13799,"MT-ND5"
"13800",13800,"MT-ND5"
"13801",13801,"MT-ND5"
"13802",13802,"MT-ND5"
"13803",13803,"MT-ND5"
"13804",13804,"MT-ND5"
"13805",13805,"MT-ND5"
"13806",13806,"MT-ND5"
"13807",13807,"MT-ND5"
"13808",13808,"MT-ND5"
"13809",13809,"MT-ND5"
"13810",13810,"MT-ND5"
"13811",13811,"MT-ND5"
"13812",13812,"MT-ND5"
"13813",13813,"MT-ND5"
"13814",13814,"MT-ND5"
"13815",13815,"MT-ND5"
"13816",13816,"MT-ND5"
"13817",13817,"MT-ND5"
"13818",13818,"MT-ND5"
"13819",13819,"MT-ND5"
"13820",13820,"MT-ND5"
"13821",13821,"MT-ND5"
"13822",13822,"MT-ND5"
"13823",13823,"MT-ND5"
"13824",13824,"MT-ND5"
"13825",13825,"MT-ND5"
"13826",13826,"MT-ND5"
"13827",13827,"MT-ND5"
"13828",13828,"MT-ND5"
"13829",13829,"MT-ND5"
"13830",13830,"MT-ND5"
"13831",13831,"MT-ND5"
"13832",13832,"MT-ND5"
"13833",13833,"MT-ND5"
"13834",13834,"MT-ND5"
"13835",13835,"MT-ND5"
"13836",13836,"MT-ND5"
"13837",13837,"MT-ND5"
"13838",13838,"MT-ND5"
"13839",13839,"MT-ND5"
"13840",13840,"MT-ND5"
"13841",13841,"MT-ND5"
"13842",13842,"MT-ND5"
"13843",13843,"MT-ND5"
"13844",13844,"MT-ND5"
"13845",13845,"MT-ND5"
"13846",13846,"MT-ND5"
"13847",13847,"MT-ND5"
"13848",13848,"MT-ND5"
"13849",13849,"MT-ND5"
"13850",13850,"MT-ND5"
"13851",13851,"MT-ND5"
"13852",13852,"MT-ND5"
"13853",13853,"MT-ND5"
"13854",13854,"MT-ND5"
"13855",13855,"MT-ND5"
"13856",13856,"MT-ND5"
"13857",13857,"MT-ND5"
"13858",13858,"MT-ND5"
"13859",13859,"MT-ND5"
"13860",13860,"MT-ND5"
"13861",13861,"MT-ND5"
"13862",13862,"MT-ND5"
"13863",13863,"MT-ND5"
"13864",13864,"MT-ND5"
"13865",13865,"MT-ND5"
"13866",13866,"MT-ND5"
"13867",13867,"MT-ND5"
"13868",13868,"MT-ND5"
"13869",13869,"MT-ND5"
"13870",13870,"MT-ND5"
"13871",13871,"MT-ND5"
"13872",13872,"MT-ND5"
"13873",13873,"MT-ND5"
"13874",13874,"MT-ND5"
"13875",13875,"MT-ND5"
"13876",13876,"MT-ND5"
"13877",13877,"MT-ND5"
"13878",13878,"MT-ND5"
"13879",13879,"MT-ND5"
"13880",13880,"MT-ND5"
"13881",13881,"MT-ND5"
"13882",13882,"MT-ND5"
"13883",13883,"MT-ND5"
"13884",13884,"MT-ND5"
"13885",13885,"MT-ND5"
"13886",13886,"MT-ND5"
"13887",13887,"MT-ND5"
"13888",13888,"MT-ND5"
"13889",13889,"MT-ND5"
"13890",13890,"MT-ND5"
"13891",13891,"MT-ND5"
"13892",13892,"MT-ND5"
"13893",13893,"MT-ND5"
"13894",13894,"MT-ND5"
"13895",13895,"MT-ND5"
"13896",13896,"MT-ND5"
"13897",13897,"MT-ND5"
"13898",13898,"MT-ND5"
"13899",13899,"MT-ND5"
"13900",13900,"MT-ND5"
"13901",13901,"MT-ND5"
"13902",13902,"MT-ND5"
"13903",13903,"MT-ND5"
"13904",13904,"MT-ND5"
"13905",13905,"MT-ND5"
"13906",13906,"MT-ND5"
"13907",13907,"MT-ND5"
"13908",13908,"MT-ND5"
"13909",13909,"MT-ND5"
"13910",13910,"MT-ND5"
"13911",13911,"MT-ND5"
"13912",13912,"MT-ND5"
"13913",13913,"MT-ND5"
"13914",13914,"MT-ND5"
"13915",13915,"MT-ND5"
"13916",13916,"MT-ND5"
"13917",13917,"MT-ND5"
"13918",13918,"MT-ND5"
"13919",13919,"MT-ND5"
"13920",13920,"MT-ND5"
"13921",13921,"MT-ND5"
"13922",13922,"MT-ND5"
"13923",13923,"MT-ND5"
"13924",13924,"MT-ND5"
"13925",13925,"MT-ND5"
"13926",13926,"MT-ND5"
"13927",13927,"MT-ND5"
"13928",13928,"MT-ND5"
"13929",13929,"MT-ND5"
"13930",13930,"MT-ND5"
"13931",13931,"MT-ND5"
"13932",13932,"MT-ND5"
"13933",13933,"MT-ND5"
"13934",13934,"MT-ND5"
"13935",13935,"MT-ND5"
"13936",13936,"MT-ND5"
"13937",13937,"MT-ND5"
"13938",13938,"MT-ND5"
"13939",13939,"MT-ND5"
"13940",13940,"MT-ND5"
"13941",13941,"MT-ND5"
"13942",13942,"MT-ND5"
"13943",13943,"MT-ND5"
"13944",13944,"MT-ND5"
"13945",13945,"MT-ND5"
"13946",13946,"MT-ND5"
"13947",13947,"MT-ND5"
"13948",13948,"MT-ND5"
"13949",13949,"MT-ND5"
"13950",13950,"MT-ND5"
"13951",13951,"MT-ND5"
"13952",13952,"MT-ND5"
"13953",13953,"MT-ND5"
"13954",13954,"MT-ND5"
"13955",13955,"MT-ND5"
"13956",13956,"MT-ND5"
"13957",13957,"MT-ND5"
"13958",13958,"MT-ND5"
"13959",13959,"MT-ND5"
"13960",13960,"MT-ND5"
"13961",13961,"MT-ND5"
"13962",13962,"MT-ND5"
"13963",13963,"MT-ND5"
"13964",13964,"MT-ND5"
"13965",13965,"MT-ND5"
"13966",13966,"MT-ND5"
"13967",13967,"MT-ND5"
"13968",13968,"MT-ND5"
"13969",13969,"MT-ND5"
"13970",13970,"MT-ND5"
"13971",13971,"MT-ND5"
"13972",13972,"MT-ND5"
"13973",13973,"MT-ND5"
"13974",13974,"MT-ND5"
"13975",13975,"MT-ND5"
"13976",13976,"MT-ND5"
"13977",13977,"MT-ND5"
"13978",13978,"MT-ND5"
"13979",13979,"MT-ND5"
"13980",13980,"MT-ND5"
"13981",13981,"MT-ND5"
"13982",13982,"MT-ND5"
"13983",13983,"MT-ND5"
"13984",13984,"MT-ND5"
"13985",13985,"MT-ND5"
"13986",13986,"MT-ND5"
"13987",13987,"MT-ND5"
"13988",13988,"MT-ND5"
"13989",13989,"MT-ND5"
"13990",13990,"MT-ND5"
"13991",13991,"MT-ND5"
"13992",13992,"MT-ND5"
"13993",13993,"MT-ND5"
"13994",13994,"MT-ND5"
"13995",13995,"MT-ND5"
"13996",13996,"MT-ND5"
"13997",13997,"MT-ND5"
"13998",13998,"MT-ND5"
"13999",13999,"MT-ND5"
"14000",14000,"MT-ND5"
"14001",14001,"MT-ND5"
"14002",14002,"MT-ND5"
"14003",14003,"MT-ND5"
"14004",14004,"MT-ND5"
"14005",14005,"MT-ND5"
"14006",14006,"MT-ND5"
"14007",14007,"MT-ND5"
"14008",14008,"MT-ND5"
"14009",14009,"MT-ND5"
"14010",14010,"MT-ND5"
"14011",14011,"MT-ND5"
"14012",14012,"MT-ND5"
"14013",14013,"MT-ND5"
"14014",14014,"MT-ND5"
"14015",14015,"MT-ND5"
"14016",14016,"MT-ND5"
"14017",14017,"MT-ND5"
"14018",14018,"MT-ND5"
"14019",14019,"MT-ND5"
"14020",14020,"MT-ND5"
"14021",14021,"MT-ND5"
"14022",14022,"MT-ND5"
"14023",14023,"MT-ND5"
"14024",14024,"MT-ND5"
"14025",14025,"MT-ND5"
"14026",14026,"MT-ND5"
"14027",14027,"MT-ND5"
"14028",14028,"MT-ND5"
"14029",14029,"MT-ND5"
"14030",14030,"MT-ND5"
"14031",14031,"MT-ND5"
"14032",14032,"MT-ND5"
"14033",14033,"MT-ND5"
"14034",14034,"MT-ND5"
"14035",14035,"MT-ND5"
"14036",14036,"MT-ND5"
"14037",14037,"MT-ND5"
"14038",14038,"MT-ND5"
"14039",14039,"MT-ND5"
"14040",14040,"MT-ND5"
"14041",14041,"MT-ND5"
"14042",14042,"MT-ND5"
"14043",14043,"MT-ND5"
"14044",14044,"MT-ND5"
"14045",14045,"MT-ND5"
"14046",14046,"MT-ND5"
"14047",14047,"MT-ND5"
"14048",14048,"MT-ND5"
"14049",14049,"MT-ND5"
"14050",14050,"MT-ND5"
"14051",14051,"MT-ND5"
"14052",14052,"MT-ND5"
"14053",14053,"MT-ND5"
"14054",14054,"MT-ND5"
"14055",14055,"MT-ND5"
"14056",14056,"MT-ND5"
"14057",14057,"MT-ND5"
"14058",14058,"MT-ND5"
"14059",14059,"MT-ND5"
"14060",14060,"MT-ND5"
"14061",14061,"MT-ND5"
"14062",14062,"MT-ND5"
"14063",14063,"MT-ND5"
"14064",14064,"MT-ND5"
"14065",14065,"MT-ND5"
"14066",14066,"MT-ND5"
"14067",14067,"MT-ND5"
"14068",14068,"MT-ND5"
"14069",14069,"MT-ND5"
"14070",14070,"MT-ND5"
"14071",14071,"MT-ND5"
"14072",14072,"MT-ND5"
"14073",14073,"MT-ND5"
"14074",14074,"MT-ND5"
"14075",14075,"MT-ND5"
"14076",14076,"MT-ND5"
"14077",14077,"MT-ND5"
"14078",14078,"MT-ND5"
"14079",14079,"MT-ND5"
"14080",14080,"MT-ND5"
"14081",14081,"MT-ND5"
"14082",14082,"MT-ND5"
"14083",14083,"MT-ND5"
"14084",14084,"MT-ND5"
"14085",14085,"MT-ND5"
"14086",14086,"MT-ND5"
"14087",14087,"MT-ND5"
"14088",14088,"MT-ND5"
"14089",14089,"MT-ND5"
"14090",14090,"MT-ND5"
"14091",14091,"MT-ND5"
"14092",14092,"MT-ND5"
"14093",14093,"MT-ND5"
"14094",14094,"MT-ND5"
"14095",14095,"MT-ND5"
"14096",14096,"MT-ND5"
"14097",14097,"MT-ND5"
"14098",14098,"MT-ND5"
"14099",14099,"MT-ND5"
"14100",14100,"MT-ND5"
"14101",14101,"MT-ND5"
"14102",14102,"MT-ND5"
"14103",14103,"MT-ND5"
"14104",14104,"MT-ND5"
"14105",14105,"MT-ND5"
"14106",14106,"MT-ND5"
"14107",14107,"MT-ND5"
"14108",14108,"MT-ND5"
"14109",14109,"MT-ND5"
"14110",14110,"MT-ND5"
"14111",14111,"MT-ND5"
"14112",14112,"MT-ND5"
"14113",14113,"MT-ND5"
"14114",14114,"MT-ND5"
"14115",14115,"MT-ND5"
"14116",14116,"MT-ND5"
"14117",14117,"MT-ND5"
"14118",14118,"MT-ND5"
"14119",14119,"MT-ND5"
"14120",14120,"MT-ND5"
"14121",14121,"MT-ND5"
"14122",14122,"MT-ND5"
"14123",14123,"MT-ND5"
"14124",14124,"MT-ND5"
"14125",14125,"MT-ND5"
"14126",14126,"MT-ND5"
"14127",14127,"MT-ND5"
"14128",14128,"MT-ND5"
"14129",14129,"MT-ND5"
"14130",14130,"MT-ND5"
"14131",14131,"MT-ND5"
"14132",14132,"MT-ND5"
"14133",14133,"MT-ND5"
"14134",14134,"MT-ND5"
"14135",14135,"MT-ND5"
"14136",14136,"MT-ND5"
"14137",14137,"MT-ND5"
"14138",14138,"MT-ND5"
"14139",14139,"MT-ND5"
"14140",14140,"MT-ND5"
"14141",14141,"MT-ND5"
"14142",14142,"MT-ND5"
"14143",14143,"MT-ND5"
"14144",14144,"MT-ND5"
"14145",14145,"MT-ND5"
"14146",14146,"MT-ND5"
"14147",14147,"MT-ND5"
"14148",14148,"MT-ND5"
"14149",14149,"MT-ND6"
"14150",14150,"MT-ND6"
"14151",14151,"MT-ND6"
"14152",14152,"MT-ND6"
"14153",14153,"MT-ND6"
"14154",14154,"MT-ND6"
"14155",14155,"MT-ND6"
"14156",14156,"MT-ND6"
"14157",14157,"MT-ND6"
"14158",14158,"MT-ND6"
"14159",14159,"MT-ND6"
"14160",14160,"MT-ND6"
"14161",14161,"MT-ND6"
"14162",14162,"MT-ND6"
"14163",14163,"MT-ND6"
"14164",14164,"MT-ND6"
"14165",14165,"MT-ND6"
"14166",14166,"MT-ND6"
"14167",14167,"MT-ND6"
"14168",14168,"MT-ND6"
"14169",14169,"MT-ND6"
"14170",14170,"MT-ND6"
"14171",14171,"MT-ND6"
"14172",14172,"MT-ND6"
"14173",14173,"MT-ND6"
"14174",14174,"MT-ND6"
"14175",14175,"MT-ND6"
"14176",14176,"MT-ND6"
"14177",14177,"MT-ND6"
"14178",14178,"MT-ND6"
"14179",14179,"MT-ND6"
"14180",14180,"MT-ND6"
"14181",14181,"MT-ND6"
"14182",14182,"MT-ND6"
"14183",14183,"MT-ND6"
"14184",14184,"MT-ND6"
"14185",14185,"MT-ND6"
"14186",14186,"MT-ND6"
"14187",14187,"MT-ND6"
"14188",14188,"MT-ND6"
"14189",14189,"MT-ND6"
"14190",14190,"MT-ND6"
"14191",14191,"MT-ND6"
"14192",14192,"MT-ND6"
"14193",14193,"MT-ND6"
"14194",14194,"MT-ND6"
"14195",14195,"MT-ND6"
"14196",14196,"MT-ND6"
"14197",14197,"MT-ND6"
"14198",14198,"MT-ND6"
"14199",14199,"MT-ND6"
"14200",14200,"MT-ND6"
"14201",14201,"MT-ND6"
"14202",14202,"MT-ND6"
"14203",14203,"MT-ND6"
"14204",14204,"MT-ND6"
"14205",14205,"MT-ND6"
"14206",14206,"MT-ND6"
"14207",14207,"MT-ND6"
"14208",14208,"MT-ND6"
"14209",14209,"MT-ND6"
"14210",14210,"MT-ND6"
"14211",14211,"MT-ND6"
"14212",14212,"MT-ND6"
"14213",14213,"MT-ND6"
"14214",14214,"MT-ND6"
"14215",14215,"MT-ND6"
"14216",14216,"MT-ND6"
"14217",14217,"MT-ND6"
"14218",14218,"MT-ND6"
"14219",14219,"MT-ND6"
"14220",14220,"MT-ND6"
"14221",14221,"MT-ND6"
"14222",14222,"MT-ND6"
"14223",14223,"MT-ND6"
"14224",14224,"MT-ND6"
"14225",14225,"MT-ND6"
"14226",14226,"MT-ND6"
"14227",14227,"MT-ND6"
"14228",14228,"MT-ND6"
"14229",14229,"MT-ND6"
"14230",14230,"MT-ND6"
"14231",14231,"MT-ND6"
"14232",14232,"MT-ND6"
"14233",14233,"MT-ND6"
"14234",14234,"MT-ND6"
"14235",14235,"MT-ND6"
"14236",14236,"MT-ND6"
"14237",14237,"MT-ND6"
"14238",14238,"MT-ND6"
"14239",14239,"MT-ND6"
"14240",14240,"MT-ND6"
"14241",14241,"MT-ND6"
"14242",14242,"MT-ND6"
"14243",14243,"MT-ND6"
"14244",14244,"MT-ND6"
"14245",14245,"MT-ND6"
"14246",14246,"MT-ND6"
"14247",14247,"MT-ND6"
"14248",14248,"MT-ND6"
"14249",14249,"MT-ND6"
"14250",14250,"MT-ND6"
"14251",14251,"MT-ND6"
"14252",14252,"MT-ND6"
"14253",14253,"MT-ND6"
"14254",14254,"MT-ND6"
"14255",14255,"MT-ND6"
"14256",14256,"MT-ND6"
"14257",14257,"MT-ND6"
"14258",14258,"MT-ND6"
"14259",14259,"MT-ND6"
"14260",14260,"MT-ND6"
"14261",14261,"MT-ND6"
"14262",14262,"MT-ND6"
"14263",14263,"MT-ND6"
"14264",14264,"MT-ND6"
"14265",14265,"MT-ND6"
"14266",14266,"MT-ND6"
"14267",14267,"MT-ND6"
"14268",14268,"MT-ND6"
"14269",14269,"MT-ND6"
"14270",14270,"MT-ND6"
"14271",14271,"MT-ND6"
"14272",14272,"MT-ND6"
"14273",14273,"MT-ND6"
"14274",14274,"MT-ND6"
"14275",14275,"MT-ND6"
"14276",14276,"MT-ND6"
"14277",14277,"MT-ND6"
"14278",14278,"MT-ND6"
"14279",14279,"MT-ND6"
"14280",14280,"MT-ND6"
"14281",14281,"MT-ND6"
"14282",14282,"MT-ND6"
"14283",14283,"MT-ND6"
"14284",14284,"MT-ND6"
"14285",14285,"MT-ND6"
"14286",14286,"MT-ND6"
"14287",14287,"MT-ND6"
"14288",14288,"MT-ND6"
"14289",14289,"MT-ND6"
"14290",14290,"MT-ND6"
"14291",14291,"MT-ND6"
"14292",14292,"MT-ND6"
"14293",14293,"MT-ND6"
"14294",14294,"MT-ND6"
"14295",14295,"MT-ND6"
"14296",14296,"MT-ND6"
"14297",14297,"MT-ND6"
"14298",14298,"MT-ND6"
"14299",14299,"MT-ND6"
"14300",14300,"MT-ND6"
"14301",14301,"MT-ND6"
"14302",14302,"MT-ND6"
"14303",14303,"MT-ND6"
"14304",14304,"MT-ND6"
"14305",14305,"MT-ND6"
"14306",14306,"MT-ND6"
"14307",14307,"MT-ND6"
"14308",14308,"MT-ND6"
"14309",14309,"MT-ND6"
"14310",14310,"MT-ND6"
